 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk, Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,4878,2,9,459,9797,229,10,229,32.51612657569007,1088,0,1088,14.84722701417478,2102527,2254,443,98.16766499046781,4878,8,3902,1951,0,3902,0,2927,325,0,2927,0,0,0,0,0,40,180,409,1844,0,1000,932,92.87417005290389,740.4266634402571,0,1,0,0,0,0,0,0,4.5,932,229,1088,40,0,0,0,0,0,0,2,459,9,9797,42484,37175,1,20,0,0,0,0,0,0,0,0,BENIGN
80,3157476,498,5,279215,69,560,0,560,18.00503665251178,13,0,13,21.53399196486367,88452,159,6277,296.2712789203792,3157476,7,2525980,5072,0,2525980,0,1894485,378897,0,1894485,0,0,0,0,0,9960,100,157,1,0,1500,555,62.45981455545218,346.77691293918735,0,1,0,0,0,0,0,0,0.01,555,560,13,9960,0,0,0,0,0,0,498,279215,5,69,56386,48188,497,20,0,0,0,0,0,0,0,0,DDoS
443,1338,10,3,1714,1590,171,10,171,0.8606052480952475,530,0,530,24.413723124699082,2470024,9714,102,101.8958535139205,1338,7,1070,107,0,1070,0,802,267,0,802,0,0,0,0,0,200,60,7473,2241,0,1000,254,17.14135096995545,599.5711555528062,0,1,0,0,1,0,0,0,0.3,254,171,530,200,0,0,0,0,0,0,10,1714,3,1590,31378,42155,9,20,0,0,0,0,0,0,0,0,BENIGN
443,2346,1,11,364,1627,364,10,364,24.177115846376584,147,0,147,21.463588710697003,848906,5114,195,939.4653046489541,2346,8,1877,1877,0,1877,0,1407,127,0,1407,0,0,0,0,0,20,220,426,4687,0,1000,165,11.26552645415887,475.28476216048875,0,0,0,0,1,0,0,0,11.0,165,364,147,20,0,0,0,0,0,0,1,364,11,1627,54441,50867,0,20,0,0,0,0,0,0,0,0,BENIGN
80,1680,5,12,4634,11304,926,10,926,31.89089299193626,942,0,942,46.83873179263755,9483751,10114,98,773.2287965470721,1680,10,1344,268,0,1344,0,1008,84,0,1008,0,0,0,0,0,100,240,2974,7139,0,1000,937,58.66000243835733,902.1112838133625,0,1,0,0,0,0,0,0,2.4,937,926,942,100,0,0,0,0,0,0,5,4634,12,11304,48123,53211,4,20,0,0,0,0,0,0,0,0,BENIGN
80,4505,7,1,6603,316,943,10,943,2.3776148587110466,316,0,316,35.0753733416083,1535700,1775,563,818.3908252669864,4505,9,3604,514,0,3604,0,2703,2703,0,2703,0,0,0,0,0,140,20,1553,221,0,1000,864,84.98032646049765,255.33258782329304,0,0,0,0,0,0,0,0,0.14,864,943,316,140,0,0,0,0,0,0,7,6603,1,316,63262,50942,6,20,0,0,0,0,0,0,0,0,BENIGN
123,414,3,9,2269,7035,756,10,756,9.396547117997327,781,0,781,38.88450922625001,22443415,28944,34,506.8796913482173,414,3,331,110,0,331,0,248,27,0,248,0,0,0,0,0,60,180,7236,21708,0,1000,775,41.87404803304658,401.64488645655007,0,1,0,0,1,0,0,0,3.0,775,756,781,60,0,0,0,0,0,0,3,2269,9,7035,34718,37638,2,20,0,0,0,0,0,0,0,0,BENIGN
21395,119,2,1,0,0,0,0,0,46.49795865635865,0,0,0,28.230900093757942,0,25166,39,69.10088917102463,119,1,95,47,0,95,0,71,71,0,71,0,0,0,0,0,40,20,16777,8388,0,1000,0,91.09355640728491,42.43488063614975,0,1,0,0,0,0,0,0,0.5,0,0,0,40,0,0,0,0,0,0,2,0,1,0,63194,30861,1,20,0,0,0,0,0,0,0,0,PortScan
53,3825,7,5,3886,5242,555,10,555,46.87423097594331,1048,0,1048,17.017759168205025,2386024,3136,318,38.47904893796883,3825,1,3060,437,0,3060,0,2295,459,0,2295,0,0,0,0,0,140,100,1829,1306,0,1000,760,17.866322035356063,224.6161108822253,0,1,0,0,0,0,0,0,0.71,760,555,1048,140,0,0,0,0,0,0,7,3886,5,5242,52246,65307,6,20,0,0,0,0,0,0,0,0,BENIGN
80,3419,9,7,4682,5182,520,10,520,33.282885403568926,740,0,740,20.083122537046123,2884847,4679,213,578.6173651580878,3419,10,2735,303,0,2735,0,2051,293,0,2051,0,0,0,0,0,180,140,2631,2047,0,1000,616,7.575976107139926,372.07942775040084,0,0,0,0,0,0,0,0,0.78,616,520,740,180,0,0,0,0,0,0,9,4682,7,5182,29641,39872,8,20,0,0,0,0,0,0,0,0,BENIGN
80,4600,6,7,501,3530,83,10,83,5.229880720105617,504,0,504,46.97517161580425,876377,2825,353,789.3661585673602,4600,8,3680,613,0,3680,0,2760,394,0,2760,0,0,0,0,0,120,140,1304,1521,0,1000,310,40.32767410510761,598.2984985109724,0,1,0,0,1,0,0,0,1.17,310,83,504,120,0,0,0,0,0,0,6,501,7,3530,39952,54297,5,20,0,0,0,0,0,0,0,0,BENIGN
80,365,2,9,1217,8106,608,10,608,46.78821080330126,900,0,900,37.820522245743774,25529645,30119,33,801.4351426199108,365,8,292,146,0,292,0,219,24,0,219,0,0,0,0,0,40,180,5476,24643,0,1000,847,41.293376858329054,493.11262316468463,0,1,0,0,0,0,0,0,4.5,847,608,900,40,0,0,0,0,0,0,2,1217,9,8106,42642,62036,1,20,0,0,0,0,0,0,0,0,BENIGN
123,4057,2,7,748,4149,374,10,374,22.304190697509167,592,0,592,13.430192061335521,1207209,2218,450,629.7271435155893,4057,9,3245,1622,0,3245,0,2434,347,0,2434,0,0,0,0,0,40,140,492,1725,0,1000,544,54.732515577863374,69.48516943311944,0,0,0,0,1,0,0,0,3.5,544,374,592,40,0,0,0,0,0,0,2,748,7,4149,54576,63735,1,20,0,0,0,0,0,0,0,0,BENIGN
80,2523,4,4,2912,3068,728,10,728,16.409677689964642,767,0,767,9.767354050981142,2370302,3169,315,426.54773827825034,2523,8,2018,504,0,2018,0,1514,378,0,1514,0,0,0,0,0,80,80,1584,1584,0,1000,747,59.3523864102516,446.947435787752,0,1,0,0,0,0,0,0,1.0,747,728,767,80,0,0,0,0,0,0,4,2912,4,3068,34898,60743,3,20,0,0,0,0,0,0,0,0,BENIGN
41589,29,2,0,0,0,0,0,0,0.0924634372091504,0,0,0,36.55627076426554,0,67384,14,694.3515103248843,29,10,23,11,0,23,0,17,0,0,17,0,0,0,0,0,40,0,67384,0,0,1000,0,10.822352406325786,773.936358277236,0,1,0,0,0,0,0,0,0.0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,55061,59773,1,20,0,0,0,0,0,0,0,0,PortScan
40664,30,1,0,0,0,0,0,0,4.859288182450211,0,0,0,17.564801232881056,0,32827,30,44.72134066351086,30,10,24,24,0,24,0,18,0,0,18,0,0,0,0,0,20,0,32827,0,0,1000,0,56.76738481718239,860.3552187071298,0,1,0,0,0,0,0,0,0.0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,38645,44607,0,20,0,0,0,0,0,0,0,0,PortScan
22,107,5,1,2904,123,580,10,580,37.55580542300769,123,0,123,47.27830026399852,28281068,56028,17,338.1482586553731,107,8,85,17,0,85,0,64,64,0,64,0,0,0,0,0,100,20,46690,9338,0,1000,504,42.24439288938152,823.8530285335361,0,0,0,0,0,0,0,0,0.2,504,580,123,100,0,0,0,0,0,0,5,2904,1,123,61038,41130,4,20,0,0,0,0,0,0,0,0,BENIGN
123,2330,9,9,4721,4345,524,10,524,10.007141568566963,482,0,482,20.323147808849956,3890520,7723,129,214.27287137675955,2330,2,1864,207,0,1864,0,1398,155,0,1398,0,0,0,0,0,180,180,3861,3861,0,1000,503,45.505855057878755,62.74302394461439,0,0,0,0,1,0,0,0,1.0,503,524,482,180,0,0,0,0,0,0,9,4721,9,4345,34571,37336,8,20,0,0,0,0,0,0,0,0,BENIGN
80,2741,5,3,1964,2151,392,10,392,2.106216930393634,717,0,717,25.450769879129272,1501188,2917,342,860.9021866273082,2741,7,2193,438,0,2193,0,1644,548,0,1644,0,0,0,0,0,100,60,1823,1094,0,1000,514,64.4904439976665,624.9158557444716,0,0,0,0,0,0,0,0,0.6,514,392,717,100,0,0,0,0,0,0,5,1964,3,2151,44324,38109,4,20,0,0,0,0,0,0,0,0,BENIGN
443,1440,1,9,614,1279,614,10,614,47.37117349988404,142,0,142,33.306103199210575,1315107,6942,144,376.0094616892369,1440,9,1152,1152,0,1152,0,864,96,0,864,0,0,0,0,0,20,180,694,6247,0,1000,189,49.123275158485924,384.7733223713768,0,1,0,0,0,0,0,0,9.0,189,614,142,20,0,0,0,0,0,0,1,614,9,1279,58883,45364,0,20,0,0,0,0,0,0,0,0,BENIGN
53,4312,7,11,5660,9321,808,10,808,7.443747207283486,847,0,847,44.85738349123896,3474446,4174,239,785.4163949162593,4312,7,3449,492,0,3449,0,2587,235,0,2587,0,0,0,0,0,140,220,1623,2550,0,1000,832,23.36809150542205,489.06702880343255,0,1,0,0,0,0,0,0,1.57,832,808,847,140,0,0,0,0,0,0,7,5660,11,9321,56910,53019,6,20,0,0,0,0,0,0,0,0,BENIGN
123,503,8,8,559,9008,69,10,69,25.083833339825865,1126,0,1126,38.99799986543499,19018706,31801,31,825.706859743413,503,6,402,50,0,402,0,301,37,0,301,0,0,0,0,0,160,160,15900,15900,0,1000,598,92.06777015327305,731.2509761318494,0,1,0,0,0,0,0,0,1.0,598,69,1126,160,0,0,0,0,0,0,8,559,8,9008,53266,36583,7,20,0,0,0,0,0,0,0,0,BENIGN
59832,111,2,0,0,0,0,0,0,5.442886908257205,0,0,0,24.35933580025238,0,17890,55,388.2072578552704,111,2,89,44,0,89,0,67,0,0,67,0,0,0,0,0,40,0,17890,0,0,1000,0,95.43581624638294,829.767016071076,0,1,0,0,0,0,0,0,0.0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,63788,35629,1,20,0,0,0,0,0,0,0,0,PortScan
53,1924,4,7,1303,2616,325,10,325,12.893675069253636,373,0,373,2.2736152126642537,2037202,5717,174,694.3236592579477,1924,5,1539,384,0,1539,0,1154,164,0,1154,0,0,0,0,0,80,140,2078,3638,0,1000,356,26.456747134788827,606.4433510794545,0,1,0,0,1,0,0,0,1.75,356,325,373,80,0,0,0,0,0,0,4,1303,7,2616,37991,52556,3,20,0,0,0,0,0,0,0,0,BENIGN
53,337,9,11,4407,2248,489,10,489,5.325868029629527,204,0,204,19.325528401326515,19721790,59262,16,114.79585795883351,337,6,269,29,0,269,0,202,18,0,202,0,0,0,0,0,180,220,26668,32594,0,1000,332,71.00507561838705,391.3459364052675,0,0,0,0,1,0,0,0,1.22,332,489,204,180,0,0,0,0,0,0,9,4407,11,2248,47635,51891,8,20,0,0,0,0,0,0,0,0,BENIGN
443,893,4,11,606,6751,151,10,151,42.536639860683565,613,0,613,38.01075318459163,8235155,16789,59,452.23883296196124,893,4,714,178,0,714,0,536,48,0,536,0,0,0,0,0,80,220,4477,12312,0,1000,490,1.4668067288701514,502.95413101078026,0,0,0,0,1,0,0,0,2.75,490,151,613,80,0,0,0,0,0,0,4,606,11,6751,39088,52391,3,20,0,0,0,0,0,0,0,0,BENIGN
123,2941,4,3,1439,2593,359,10,359,12.422562456449743,864,0,864,20.93637370442778,1370830,2379,420,972.7121112681407,2941,3,2353,588,0,2353,0,1765,588,0,1765,0,0,0,0,0,80,60,1359,1019,0,1000,576,51.42721143673388,461.1707038995059,0,1,0,0,1,0,0,0,0.75,576,359,864,80,0,0,0,0,0,0,4,1439,3,2593,30851,32920,3,20,0,0,0,0,0,0,0,0,BENIGN
80,1996,8,8,2171,6871,271,10,271,11.704419699971641,858,0,858,20.50644368925272,4530248,8015,124,244.94295795382337,1996,2,1596,199,0,1596,0,1197,149,0,1197,0,0,0,0,0,160,160,4007,4007,0,1000,565,56.78480137496194,117.70783907348759,0,1,0,0,1,0,0,0,1.0,565,271,858,160,0,0,0,0,0,0,8,2171,8,6871,53111,56565,7,20,0,0,0,0,0,0,0,0,BENIGN
443,641,10,7,9127,364,912,10,912,19.23513286297081,52,0,52,21.31688005513001,14803734,26512,37,372.60949398346435,641,1,512,51,0,512,0,384,54,0,384,0,0,0,0,0,200,140,15595,10916,0,1000,558,13.324759890199168,891.9569939810201,0,1,0,0,0,0,0,0,0.7,558,912,52,200,0,0,0,0,0,0,10,9127,7,364,51251,46494,9,20,0,0,0,0,0,0,0,0,BENIGN
3306,4082343,223,1,150304,41,674,0,674,17.473608046692213,41,0,41,3.4241680375450168,36828,54,18224,974.1088799268342,4082343,1,3265875,14645,0,3265875,0,2449406,2449406,0,2449406,0,0,0,0,0,4460,20,54,0,0,1500,671,75.06668825257769,797.7402220034157,0,1,0,0,0,0,0,0,0.0,671,674,41,4460,0,0,0,0,0,0,223,150304,1,41,32612,29305,222,20,0,0,0,0,0,0,0,0,DDoS
443,4822,3,9,905,6270,301,10,301,39.43569933775969,696,0,696,12.914336092093215,1488116,2488,401,956.8472070307819,4822,9,3858,1286,0,3858,0,2893,321,0,2893,0,0,0,0,0,60,180,622,1866,0,1000,598,73.25846134295628,431.7506590456486,0,0,0,0,1,0,0,0,3.0,598,301,696,60,0,0,0,0,0,0,3,905,9,6270,31251,41849,2,20,0,0,0,0,0,0,0,0,BENIGN
63094,88,1,0,0,0,0,0,0,10.649867204049718,0,0,0,48.4440837417668,0,11355,88,351.13083394366197,88,1,70,70,0,70,0,52,0,0,52,0,0,0,0,0,20,0,11355,0,0,1000,0,16.436479999048014,742.1509377195789,0,1,0,0,0,0,0,0,0.0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,49641,49278,0,20,0,0,0,0,0,0,0,0,PortScan
123,2675,5,5,1938,2774,387,10,387,13.35168224989634,554,0,554,23.84909559063629,1761392,3737,267,449.86869214497574,2675,10,2140,428,0,2140,0,1605,321,0,1605,0,0,0,0,0,100,100,1868,1868,0,1000,471,87.22453530315161,753.416938143223,0,1,0,0,0,0,0,0,1.0,471,387,554,100,0,0,0,0,0,0,5,1938,5,2774,57483,56830,4,20,0,0,0,0,0,0,0,0,BENIGN
53,1519,8,1,1140,615,142,10,142,16.034074190129388,615,0,615,25.07537171302537,1155549,5923,168,658.8247931772612,1519,6,1215,151,0,1215,0,911,911,0,911,0,0,0,0,0,160,20,5265,658,0,1000,195,47.8427118337491,432.7599453539451,0,0,0,0,1,0,0,0,0.12,195,142,615,160,0,0,0,0,0,0,8,1140,1,615,40342,46047,7,20,0,0,0,0,0,0,0,0,BENIGN
80,2547,3,10,594,815,198,10,198,0.7158855432602973,81,0,81,4.403030173061772,553587,5103,195,533.4498210231308,2547,2,2037,679,0,2037,0,1528,152,0,1528,0,0,0,0,0,60,200,1177,3925,0,1000,108,29.85713729230094,445.43035784151886,0,1,0,0,0,0,0,0,3.33,108,198,81,60,0,0,0,0,0,0,3,594,10,815,40165,47464,2,20,0,0,0,0,0,0,0,0,BENIGN
123,4505,4,9,3948,7909,987,10,987,37.10723213070601,878,0,878,31.285901044027813,2632118,2885,346,274.3149558603151,4505,5,3604,901,0,3604,0,2703,300,0,2703,0,0,0,0,0,80,180,887,1997,0,1000,912,72.7345758680528,687.9510943165442,0,1,0,0,1,0,0,0,2.25,912,987,878,80,0,0,0,0,0,0,4,3948,9,7909,52126,43296,3,20,0,0,0,0,0,0,0,0,BENIGN
22,439,2,1,1624,770,812,10,812,4.80161926129285,770,0,770,44.51927641178207,5449410,6824,146,600.53316044865,439,5,351,175,0,351,0,263,263,0,263,0,0,0,0,0,40,20,4549,2274,0,1000,798,97.51782780098843,258.3754796933649,0,1,0,0,1,0,0,0,0.5,798,812,770,40,0,0,0,0,0,0,2,1624,1,770,55804,57521,1,20,0,0,0,0,0,0,0,0,BENIGN
22,93,8,3,4153,2156,519,10,519,27.15798446378957,718,0,718,13.905508243692433,67682369,117999,8,225.60401982847412,93,2,74,9,0,74,0,55,18,0,55,0,0,0,0,0,160,60,85817,32181,0,1000,573,54.98336470357192,250.6487629367634,0,1,0,0,1,0,0,0,0.38,573,519,718,160,0,0,0,0,0,0,8,4153,3,2156,42964,37976,7,20,0,0,0,0,0,0,0,0,BENIGN
80,4010497,377,2,231537,2,614,0,614,40.75076547535944,1,0,1,25.298018671414056,57733,94,10581,556.5865478806315,4010497,2,3208398,8510,0,3208398,0,2406298,1203149,0,2406298,0,0,0,0,0,7540,40,94,0,0,1500,610,83.57516528045957,490.3843055363213,0,1,0,0,0,0,0,0,0.01,610,614,1,7540,0,0,0,0,0,0,377,231537,2,2,57981,46911,376,20,0,0,0,0,0,0,0,0,DDoS
443,3569,3,1,1634,517,544,10,544,12.302573414033164,517,0,517,26.136279685170237,602685,1120,892,994.8410813865517,3569,7,2855,951,0,2855,0,2141,2141,0,2141,0,0,0,0,0,60,20,840,280,0,1000,537,21.538360830098412,109.06466846548635,0,1,0,0,0,0,0,0,0.33,537,544,517,60,0,0,0,0,0,0,3,1634,1,517,34794,57735,2,20,0,0,0,0,0,0,0,0,BENIGN
22,3983,9,10,2291,533,254,10,254,39.465282199521354,53,0,53,0.7328495855931483,709101,4769,209,641.9939763700304,3983,9,3186,354,0,3186,0,2390,239,0,2390,0,0,0,0,0,180,200,2259,2510,0,1000,148,40.29369041692623,109.54389876975468,0,1,0,0,1,0,0,0,1.11,148,254,53,180,0,0,0,0,0,0,9,2291,10,533,36750,63640,8,20,0,0,0,0,0,0,0,0,BENIGN
123,3197,7,5,4586,2654,655,10,655,3.1922335892055287,530,0,530,5.811584086184346,2264238,3752,266,831.8319468199527,3197,9,2558,365,0,2558,0,1918,383,0,1918,0,0,0,0,0,140,100,2188,1563,0,1000,603,67.6742913466484,198.98657612262062,0,1,0,0,0,0,0,0,0.71,603,655,530,140,0,0,0,0,0,0,7,4586,5,2654,63953,58417,6,20,0,0,0,0,0,0,0,0,BENIGN
80,681,5,2,4830,451,966,10,966,15.85504437479362,225,0,225,12.94737741677801,7749428,10269,97,190.99117385886044,681,6,545,109,0,545,0,408,204,0,408,0,0,0,0,0,100,40,7335,2934,0,1000,754,39.35736260066759,844.9300115100943,0,0,0,0,1,0,0,0,0.4,754,966,225,100,0,0,0,0,0,0,5,4830,2,451,38763,51447,4,20,0,0,0,0,0,0,0,0,BENIGN
123,1131,3,2,602,1777,200,10,200,34.755634900608435,888,0,888,18.819595208514784,2103661,4419,226,582.5485263775782,1131,9,905,301,0,905,0,678,339,0,678,0,0,0,0,0,60,40,2651,1767,0,1000,476,79.49991897913326,446.82154161180966,0,0,0,0,0,0,0,0,0.67,476,200,888,60,0,0,0,0,0,0,3,602,2,1777,54593,45991,2,20,0,0,0,0,0,0,0,0,BENIGN
443,1367,9,5,433,3350,48,10,48,9.523410603849602,670,0,670,44.52476998366863,2766422,10234,97,353.08382706632744,1367,1,1094,121,0,1094,0,820,164,0,820,0,0,0,0,0,180,100,6579,3655,0,1000,270,79.38482965219428,285.25271757774874,0,1,0,0,1,0,0,0,0.56,270,48,670,180,0,0,0,0,0,0,9,433,5,3350,32088,56964,8,20,0,0,0,0,0,0,0,0,BENIGN
80,488,4,8,1099,7716,274,10,274,4.44992019760484,964,0,964,45.341191477380136,18033781,24547,40,909.3116750611975,488,1,391,97,0,391,0,293,36,0,293,0,0,0,0,0,80,160,8182,16365,0,1000,734,17.746215723008994,135.26361472059133,0,0,0,0,1,0,0,0,2.0,734,274,964,80,0,0,0,0,0,0,4,1099,8,7716,43816,52012,3,20,0,0,0,0,0,0,0,0,BENIGN
8080,4787074,153,4,201283,13,1315,0,1315,28.38710513145261,3,0,3,42.42095452028384,42050,32,30490,220.20840266216302,4787074,4,3829659,25030,0,3829659,0,2872244,718061,0,2872244,0,0,0,0,0,3060,80,31,0,0,1500,1282,45.02990172049969,101.8148939842759,0,1,0,0,0,0,0,0,0.03,1282,1315,3,3060,0,0,0,0,0,0,153,201283,4,13,33489,42371,152,20,0,0,0,0,0,0,0,0,DDoS
53,44,6,1,5128,101,854,10,854,1.5879675348415,101,0,101,31.638803996873825,117826967,157705,6,542.0571955855235,44,8,35,5,0,35,0,26,26,0,26,0,0,0,0,0,120,20,135176,22529,0,1000,747,49.48970756331389,374.91502420987,0,0,0,0,0,0,0,0,0.17,747,854,101,120,0,0,0,0,0,0,6,5128,1,101,64815,40102,5,20,0,0,0,0,0,0,0,0,BENIGN
80,4110,10,10,6472,10053,647,10,647,31.129123919329555,1005,0,1005,35.462263627105465,4020328,4865,205,673.6482221606277,4110,5,3288,328,0,3288,0,2466,246,0,2466,0,0,0,0,0,200,200,2432,2432,0,1000,826,99.40643291592612,272.3236375556048,0,0,0,0,1,0,0,0,1.0,826,647,1005,200,0,0,0,0,0,0,10,6472,10,10053,64285,40653,9,20,0,0,0,0,0,0,0,0,BENIGN
443,3005,8,3,910,2918,113,10,113,12.403494047983504,972,0,972,6.093920986476059,1274002,3660,273,935.5847552252549,3005,5,2404,300,0,2404,0,1803,601,0,1803,0,0,0,0,0,160,60,2662,998,0,1000,348,18.1484430941535,854.5618071524634,0,0,0,0,0,0,0,0,0.38,348,113,972,160,0,0,0,0,0,0,8,910,3,2918,37830,29963,7,20,0,0,0,0,0,0,0,0,BENIGN
53,3303,7,3,6301,2477,900,10,900,45.49271700771268,825,0,825,10.473034206208087,2657018,3026,330,6.897751834024968,3303,10,2643,377,0,2643,0,1982,660,0,1982,0,0,0,0,0,140,60,2118,908,0,1000,877,13.04021674866459,237.38048064069417,0,1,0,0,1,0,0,0,0.43,877,900,825,140,0,0,0,0,0,0,7,6301,3,2477,52184,56596,6,20,0,0,0,0,0,0,0,0,BENIGN
443,2313,6,9,245,8671,40,10,40,31.54309672175707,963,0,963,10.375434281897439,3854037,6483,154,181.2420124875207,2313,4,1850,308,0,1850,0,1388,154,0,1388,0,0,0,0,0,120,180,2593,3889,0,1000,594,17.300721790214745,263.47166111768126,0,1,0,0,1,0,0,0,1.5,594,40,963,120,0,0,0,0,0,0,6,245,9,8671,52539,49938,5,20,0,0,0,0,0,0,0,0,BENIGN
443,145,4,8,3988,8173,997,10,997,17.343985071791433,1021,0,1021,1.750477087344321,83789823,82669,12,809.9268112346076,145,4,116,29,0,116,0,87,10,0,87,0,0,0,0,0,80,160,27556,55112,0,1000,1013,98.96988678657958,689.2266435499326,0,0,0,0,1,0,0,0,2.0,1013,997,1021,80,0,0,0,0,0,0,4,3988,8,8173,33019,33159,3,20,0,0,0,0,0,0,0,0,BENIGN
443,3833,8,1,2250,225,281,10,281,32.891874362135866,225,0,225,11.572760494004285,645952,2347,425,647.8919357883631,3833,9,3066,383,0,3066,0,2300,2300,0,2300,0,0,0,0,0,160,20,2086,260,0,1000,275,58.093347601419566,258.77879647838097,0,0,0,0,0,0,0,0,0.12,275,281,225,160,0,0,0,0,0,0,8,2250,1,225,44489,62348,7,20,0,0,0,0,0,0,0,0,BENIGN
6900,153,1,1,0,0,0,0,0,40.657320858203825,0,0,0,33.683112908610745,0,12992,76,718.8239157311867,153,6,123,123,0,123,0,92,92,0,92,0,0,0,0,0,20,20,6496,6496,0,1000,0,79.18187337415957,677.780748754935,0,1,0,0,0,0,0,0,1.0,0,0,0,20,0,0,0,0,0,0,1,0,1,0,55007,47951,0,20,0,0,0,0,0,0,0,0,PortScan
123,3468,1,6,872,7010,872,10,872,17.2968085486915,1168,0,1168,32.038640897324356,2272864,2018,495,853.2826151494553,3468,8,2774,2774,0,2774,0,2080,346,0,2080,0,0,0,0,0,20,120,288,1730,0,1000,1126,10.60195977279259,858.043696690808,0,1,0,0,0,0,0,0,6.0,1126,872,1168,20,0,0,0,0,0,0,1,872,6,7010,36952,42336,0,20,0,0,0,0,0,0,0,0,BENIGN
80,316618,214,1,97091,21,453,0,453,33.633506584014185,21,0,21,3.598540537020667,306717,679,1472,372.86789788721467,316618,3,253294,1183,0,253294,0,189971,189971,0,189971,0,0,0,0,0,4280,20,675,3,0,1500,451,60.552398146623155,136.03248426199278,0,1,0,0,0,0,0,0,0.0,451,453,21,4280,0,0,0,0,0,0,214,97091,1,21,57319,38720,213,20,0,0,0,0,0,0,0,0,DDoS
53,2846,1,7,923,348,923,10,923,29.281127839394262,49,0,49,15.681240758909038,446762,2810,355,758.9797529719372,2846,10,2277,2277,0,2277,0,1707,243,0,1707,0,0,0,0,0,20,140,351,2459,0,1000,158,71.65381126536245,312.9749768742619,0,0,0,0,1,0,0,0,7.0,158,923,49,20,0,0,0,0,0,0,1,923,7,348,37136,46073,0,20,0,0,0,0,0,0,0,0,BENIGN
443,3210,10,3,5099,1095,509,10,509,34.744936042117935,365,0,365,42.37410858154945,1929734,4049,246,724.4019479937883,3210,4,2568,256,0,2568,0,1926,642,0,1926,0,0,0,0,0,200,60,3114,934,0,1000,476,49.03600934146577,776.2596233057897,0,0,0,0,1,0,0,0,0.3,476,509,365,200,0,0,0,0,0,0,10,5099,3,1095,58839,44180,9,20,0,0,0,0,0,0,0,0,BENIGN
80,4788,9,5,8805,5065,978,10,978,6.8858724316256446,1013,0,1013,36.3274610333359,2896501,2923,342,237.08522515301155,4788,9,3831,425,0,3831,0,2873,574,0,2873,0,0,0,0,0,180,100,1879,1044,0,1000,990,43.30874734136211,543.165887792419,0,0,0,0,0,0,0,0,0.56,990,978,1013,180,0,0,0,0,0,0,9,8805,5,5065,60939,51743,8,20,0,0,0,0,0,0,0,0,BENIGN
8080,173343,475,4,579675,180,1220,0,1220,47.679680219171914,45,0,45,36.412578367396165,3345119,2763,361,751.8071754925652,173343,2,138675,291,0,138675,0,104006,26001,0,104006,0,0,0,0,0,9500,80,2740,23,0,1500,1210,84.29752872729125,938.7996447462076,0,1,0,0,0,0,0,0,0.01,1210,1220,45,9500,0,0,0,0,0,0,475,579675,4,180,54016,54784,474,20,0,0,0,0,0,0,0,0,DDoS
61412,125,1,0,0,0,0,0,0,5.1848248103956385,0,0,0,20.73504834689518,0,7992,125,342.4305766304012,125,6,100,100,0,100,0,75,0,0,75,0,0,0,0,0,20,0,7992,0,0,1000,0,1.8142601746786058,113.32069790930122,0,1,0,0,0,0,0,0,0.0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,53080,36936,0,20,0,0,0,0,0,0,0,0,PortScan
123,4972,4,3,3307,1960,826,10,826,10.035861342748376,653,0,653,37.137691492541606,1059691,1407,710,51.42571900104909,4972,7,3977,994,0,3977,0,2983,994,0,2983,0,0,0,0,0,80,60,804,603,0,1000,752,95.52912742994317,504.07435756361974,0,1,0,0,0,0,0,0,0.75,752,826,653,80,0,0,0,0,0,0,4,3307,3,1960,49853,36363,3,20,0,0,0,0,0,0,0,0,BENIGN
